Date,weighted_sentiment,adjusted_likes
2021-01-04,0.18486111111111111,18
2021-01-05,0.37176928010261345,99
2021-01-06,0.22082631874298542,18
2021-01-07,0.03277344877344875,10
2021-01-08,0.008593396653098148,67
2021-01-11,0.1248647186147186,12
2021-01-12,0.24019841269841266,30
2021-01-13,0.11193181818181819,56
2021-01-14,0.33422107172107174,74
2021-01-15,0.028015873015872998,15
2021-01-19,0.3552413019079686,27
2021-01-20,0.31142102846648295,33
2021-01-21,0.1287294501133787,24
2021-01-22,0.2701388888888889,90
2021-01-25,0.47051282051282056,26
2021-01-26,-0.029589947089947097,30
2021-01-27,-0.0105564263322884,58
2021-01-28,0.03093998015873015,24
2021-01-29,-0.021462121212121127,55
2021-02-01,-0.22327396413110698,210
2021-02-02,0.005200817700817707,24
2021-02-03,-0.05036549707602336,38
2021-02-04,0.08024691358024691,27
2021-02-05,0.1613527565908518,18
2021-02-08,-0.040085750775405896,87
2021-02-09,0.13216969696969696,20
2021-02-10,0.009937686011904825,32
2021-02-11,0.036776589423648205,51
2021-02-12,0.21684782608695652,46
2021-02-16,0.031761242488854424,67
2021-02-17,0.14133249791144528,19
2021-02-18,0.10572630494505494,26
2021-02-19,0.03117559523809523,40
2021-02-22,0.072,35
2021-02-23,0.041203703703703715,36
2021-02-24,0.07847222222222222,24
2021-02-25,0.08371212121212121,21
2021-02-26,0.13448051948051945,11
2021-03-01,0.0717687074829932,21
2021-03-02,0.07603305785123961,22
2021-03-03,0.11818181818181818,13
2021-03-04,0.14904761904761904,35
2021-03-05,0.3145979020979021,26
2021-03-08,0.26746212121212126,11
2021-03-09,0.25524691358024687,18
2021-03-10,0.08714285714285708,63
2021-03-11,0.2607294372294372,35
2021-03-12,0.2572023526212008,191
2021-03-15,-0.03396990740740743,24
2021-03-16,0.0015432098765432315,18
2021-03-17,-0.060034013605442194,21
2021-03-18,-0.001904761904761898,35
2021-03-19,0.21941800356506239,17
2021-03-22,0.11304945054945054,26
2021-03-23,0.13275162337662336,24
2021-03-24,0.08185185185185183,27
2021-03-25,0.007352941176470601,17
2021-03-26,0.04262845849802373,23
2021-03-29,0.045969460227272725,16
2021-03-30,-0.025195105820105822,24
2021-03-31,0.15300751879699248,19
2021-04-01,0.15897207367795602,17
2021-04-05,0.06373977873977878,33
2021-04-06,0.27917158598976777,22
2021-04-07,0.06791979949874687,38
2021-04-08,-0.09917207792207794,14
2021-04-09,0.054604123946229204,19
2021-04-12,0.058457207207207186,37
2021-04-13,0.10573560606060604,25
2021-04-14,-0.07032609646246012,33
2021-04-15,0.020742063492063496,30
2021-04-16,0.04780303030303028,44
2021-04-19,0.13894931457431456,22
2021-04-20,0.08631854256854254,33
2021-04-21,-0.014829931972789114,35
2021-04-22,0.10998552167078947,112
2021-04-23,0.04970801767676768,64
2021-04-26,0.12083333333333333,14
2021-04-27,-0.02439252894140112,19
2021-04-28,0.0570446735395189,97
2021-04-29,0.21953472222222223,40
2021-04-30,0.22752057613168725,54
2021-05-03,0.0935657596371882,14
2021-05-04,0.2188786008230453,18
2021-05-05,-0.08098223615464993,58
2021-05-06,0.20963888888888885,25
2021-05-07,0.1282180782180782,39
2021-05-10,0.09101055194805192,16
2021-05-11,-0.058750000000000004,20
2021-05-12,0.11805555555555554,20
2021-05-13,0.13969298245614034,19
2021-05-14,0.0834447415329768,17
2021-05-17,0.05387529137529137,26
2021-05-18,0.11810483870967742,62
2021-05-19,-0.0030303030303030372,11
2021-05-20,0.22765462506841816,87
2021-05-21,0.08091224747474746,20
2021-05-24,0.08203252032520322,41
2021-05-25,-0.032313685636856375,41
2021-05-26,0.11709065444359557,51
2021-05-27,-0.008501359751359782,26
2021-05-28,0.18752066115702473,22
2021-06-01,0.1791784688013136,58
2021-06-02,0.09670168067226888,34
2021-06-03,0.0815874136848713,118
2021-06-04,0.07312698412698411,25
2021-06-07,0.10253437290409122,142
2021-06-08,0.18732205778717406,43
2021-06-09,0.11935064935064932,111
2021-06-10,-0.013628472222222193,48
2021-06-11,0.08938888888888888,75
2021-06-14,0.15171568627450974,68
2021-06-15,0.14242222222222223,100
2021-06-16,0.06827332559039874,41
2021-06-17,0.06342537477954148,54
2021-06-18,0.09333010335917312,43
2021-06-21,0.07443632756132755,144
2021-06-22,0.18481611394557823,28
2021-06-23,0.05512820512820513,52
2021-06-24,0.1553849303849304,74
2021-06-25,0.009687500000000022,16
2021-06-28,0.160163139329806,36
2021-06-29,0.17523809523809522,28
2021-06-30,0.13454816017316015,120
2021-07-01,0.10037617554858932,29
2021-07-02,-0.02721354166666666,32
2021-07-06,0.3417989417989418,30
2021-07-07,0.14185987784824988,129
2021-07-08,-0.011005699855699862,25
2021-07-09,0.06477272727272726,22
2021-07-12,0.2633152173913043,161
2021-07-13,0.01226925732141562,139
2021-07-14,0.21355799373040754,58
2021-07-15,0.00957961309523809,96
2021-07-16,0.19497076023391813,19
2021-07-19,0.08677248677248672,21
2021-07-20,-0.012222222222222212,27
2021-07-21,0.16133762071262067,13
2021-07-22,0.02598379629629631,24
2021-07-23,0.20320370370370372,45
2021-07-26,0.21000000000000002,10
2021-07-27,0.10458553791887125,63
2021-07-28,0.22999999999999998,15
2021-07-29,0.17764050764050765,39
2021-07-30,-0.01818181818181819,22
2021-08-02,0.19040404040404038,14
2021-08-03,0.20582729468599031,46
2021-08-04,0.14616387085137084,40
2021-08-05,-0.059447346132128744,92
2021-08-06,0.03554994388327721,54
2021-08-09,0.09053897180762852,67
2021-08-10,0.1461864406779661,59
2021-08-11,-0.16314557776977817,67
2021-08-12,0.11700768010685364,121
2021-08-13,0.11310190742963852,51
2021-08-16,0.031283487044356593,69
2021-08-17,0.05403469387755102,140
2021-08-18,0.14777146464646462,32
2021-08-19,0.26825799200799205,91
2021-08-20,-0.1826495229480304,134
2021-08-23,0.053437499999999985,20
2021-08-24,0.08340623496873496,24
2021-08-25,0.08823800313162015,47
2021-08-26,0.00354166666666666,128
2021-08-27,0.08674242424242422,22
2021-08-30,0.0012899558354103771,77
2021-08-31,-0.0027913843402973923,92
2021-09-01,0.06804788961038961,112
2021-09-02,0.06578703703703703,36
2021-09-03,0.11706991638498487,292
2021-09-07,0.05256464256464261,37
2021-09-08,0.2619972451790633,55
2021-09-09,0.05893772893772893,52
2021-09-10,0.0699863163656267,58
2021-09-13,0.20906699978508483,94
2021-09-14,0.30771981560572165,149
2021-09-15,0.18306451612903218,124
2021-09-16,0.07790375409423027,63
2021-09-17,0.02406417112299465,17
2021-09-20,0.22972013366750205,57
2021-09-21,0.07973249299719885,85
2021-09-22,0.3106060606060606,33
2021-09-23,0.005360671936758851,138
2021-09-24,0.007175472928897589,73
2021-09-27,0.17447916666666663,32
2021-09-28,0.13379065040650406,41
2021-09-29,0.3940272108843538,245
2021-09-30,0.23893678160919538,29
2021-10-01,0.2054212454212454,26
2021-10-04,0.13279365079365077,105
2021-10-05,0.055143375907838715,121
2021-10-06,0.015990089574995266,53
2021-10-07,-0.02172619047619048,126
2021-10-08,-0.012410171365395238,201
2021-10-11,0.08100108225108224,110
2021-10-12,0.1822626534890686,53
2021-10-13,0.05324074074074075,12
2021-10-14,0.21119999999999997,25
2021-10-15,0.1464566297899631,27
2021-10-18,0.23333333333333328,39
2021-10-19,-0.0399951550387597,86
2021-10-20,0.1865436835891381,33
2021-10-21,0.030833333333333334,60
2021-10-22,0.27790896512113616,76
2021-10-25,0.23217503217503216,37
2021-10-26,-0.005894308943089431,164
2021-10-27,-0.025396825396825386,21
2021-10-28,0.2578197226502311,59
2021-10-29,0.28280038759689924,43
2021-11-01,0.26668002915451894,98
2021-11-02,0.19640088593576965,43
2021-11-03,0.20310298102981025,41
2021-11-04,0.157875,20
2021-11-05,0.07045454545454544,31
2021-11-08,0.14341169941169937,65
2021-11-09,0.05526315789473685,19
2021-11-10,0.07089521165857043,131
2021-11-11,-0.009592731829573889,76
2021-11-12,0.2817099567099567,35
2021-11-15,0.06829633544749823,43
2021-11-16,-0.011612032770097291,155
2021-11-17,0.11849999999999998,65
2021-11-18,0.08079524642024644,104
2021-11-19,0.08998015873015873,28
2021-11-22,0.035842293906810034,31
2021-11-23,0.010690235690235687,147
2021-11-24,0.1623263888888889,144
2021-11-26,0.15229781792281788,156
2021-11-29,0.2058333333333333,45
2021-11-30,0.03763736263736263,26
2021-12-01,0.15042087542087543,21
2021-12-02,0.10089039748130657,55
2021-12-03,0.08716213151927434,70
2021-12-06,0.09659511784511783,30
2021-12-07,0.15066504997060548,108
2021-12-08,0.1586691086691087,65
2021-12-09,-0.0764114832535885,38
2021-12-10,0.019444444444444445,24
2021-12-13,0.11290288379983036,262
2021-12-14,0.11489691662105456,29
2021-12-15,0.0721140350877193,76
2021-12-16,0.014132395382395382,120
2021-12-17,0.08425925925925926,24
2021-12-20,0.13214285714285715,17
2021-12-21,-0.0013292158968850741,76
2021-12-22,0.36461038961038955,154
2021-12-23,0.2772718253968254,48
2021-12-27,0.1152157738095238,48
2021-12-28,0.06794871794871794,13
2021-12-29,0.5895138888888888,240
2021-12-30,0.1876614583333333,40
2021-12-31,0.12040489642184551,118
2022-01-03,0.263460684430512,116
2022-01-04,0.11260847107438017,55
2022-01-05,0.14584977207136296,22
2022-01-06,0.04607843137254899,85
2022-01-07,0.25983516483516483,130
2022-01-10,0.07724358974358969,130
2022-01-11,0.12866055513114336,34
2022-01-12,0.2635579937304075,58
2022-01-13,0.15361888111888108,26
2022-01-14,0.1942171717171717,18
2022-01-18,-0.044087209087209096,39
2022-01-19,0.10614355231143548,137
2022-01-20,0.08674955335669617,18
2022-01-21,0.1786458333333333,16
2022-01-24,0.0005630630630630581,74
2022-01-25,0.0764423076923077,13
2022-01-26,0.013339552238805974,67
2022-01-27,0.13304093567251463,38
2022-01-28,0.18643005576599325,16
2022-01-31,0.0704059829059829,39
2022-02-01,0.0704835390946502,54
2022-02-02,-0.2730529595015576,107
2022-02-03,0.16895424836601308,17
2022-02-04,0.24035714285714285,14
2022-02-07,0.2984090909090909,22
2022-02-08,0.23929924242424241,16
2022-02-09,0.28257898130238557,47
2022-02-10,0.30076178451178454,15
2022-02-11,0.4503860274268437,147
2022-02-14,0.30225676406926405,32
2022-02-15,-0.003190829963073668,1034
2022-02-16,0.39934017223910845,94
2022-02-17,0.040386509374281156,92
2022-02-18,0.11554487179487179,26
2022-02-22,0.08007397133610726,103
2022-02-23,0.2436958874458874,22
2022-02-24,0.016919191919191928,14
2022-02-25,-0.07991973304473303,22
2022-02-28,0.19259259259259254,27
2022-03-01,0.059090909090909076,11
2022-03-02,-0.1200607638888889,64
2022-03-03,0.21527777777777776,42
2022-03-04,0.1443877551020408,21
2022-03-07,0.04564574314574314,21
2022-03-08,0.25912698412698415,39
2022-03-09,0.23794191919191918,22
2022-03-10,0.10257142857142856,25
2022-03-11,0.08413265306122449,14
2022-03-14,0.1848692973692974,13
2022-03-15,0.001065891472868217,43
2022-03-16,-0.005867683041596099,161
2022-03-17,0.14022222222222222,25
2022-03-18,0.12267444489666712,117
2022-03-21,0.10691121743753321,19
2022-03-22,0.02697979797979798,75
2022-03-23,0.03971579961464354,173
2022-03-24,0.34503968253968254,18
2022-03-25,-0.004188948306595356,17
2022-03-28,0.017668240850059032,55
2022-03-29,0.35333333333333333,30
2022-03-30,0.30141666666666667,20
2022-03-31,0.4726072607260726,202
2022-04-01,0.21731734360410826,34
2022-04-04,0.12568580542264754,209
2022-04-05,0.13441947565543072,89
2022-04-06,0.07586050724637682,46
2022-04-07,0.10534001670843776,19
2022-04-08,0.07172619047619047,32
2022-04-11,-0.032866419294990734,21
2022-04-12,0.07233563707247913,57
2022-04-13,0.15051401915985244,48
2022-04-14,0.16777375201288242,138
2022-04-18,0.1120702754036087,117
2022-04-19,0.11220768387435053,74
2022-04-20,0.15531249999999996,16
2022-04-21,0.46316179546948777,169
2022-04-22,0.14746031746031746,15
2022-04-25,0.11163720538720538,24
2022-04-26,0.019884259259259258,120
2022-04-27,0.12416666666666666,24
2022-04-28,0.07365604575163398,68
2022-04-29,-0.001767676767676758,33
2022-05-02,0.026762820512820504,26
2022-05-03,0.35395682488602837,113
2022-05-04,0.06200996677740862,43
2022-05-05,-0.1519444444444444,60
2022-05-06,-0.5308951822916667,256
2022-05-09,0.06246031746031748,35
2022-05-10,0.13088235294117648,34
2022-05-11,-0.012301587301587317,21
2022-05-12,0.01757575757575758,11
2022-05-13,0.44584802830565545,59
2022-05-16,0.09204490902051878,205
2022-05-17,0.250932606488162,27
2022-05-18,0.16880110630110629,18
2022-05-19,0.10212677368927367,110
2022-05-20,0.20277777777777775,21
2022-05-23,0.10026218820861671,98
2022-05-24,0.0077380952380952505,28
2022-05-25,-0.05844849368318753,35
2022-05-26,0.10705922865013777,22
2022-05-27,0.07619047619047618,14
2022-05-31,0.1672348484848485,44
2022-06-01,0.05770502645502646,27
2022-06-02,0.25372762654012654,32
2022-06-03,0.04584402492668616,124
2022-06-06,0.012337084212084211,208
2022-06-07,0.1888413900913901,30
2022-06-08,0.07880174291938993,51
2022-06-09,0.014586466165413516,19
2022-06-10,-0.054960317460317466,42
2022-06-13,0.17074847857456552,23
2022-06-14,0.1061021505376344,31
2022-06-15,-0.04541414141414142,15
2022-06-16,0.0453125,144
2022-06-17,0.20177469135802464,24
2022-06-21,-0.22217261904761898,42
2022-06-22,0.044999999999999984,20
2022-06-23,0.17356917388167387,80
2022-06-24,0.01629389129389131,22
2022-06-27,0.17483264320220843,46
2022-06-28,0.01156832298136646,46
2022-06-29,0.03513350559862187,129
2022-06-30,0.17797619047619048,16
2022-07-01,0.4822327810266407,114
2022-07-05,0.2857142857142857,28
2022-07-06,-0.00024716553287977837,35
2022-07-07,0.029931972789115635,49
2022-07-08,0.010439560439560446,13
2022-07-11,-0.023300773300773306,13
2022-07-12,0.03461538461538461,13
2022-07-13,0.13571428571428565,56
2022-07-14,0.22782547699214364,12
2022-07-15,0.1891610854926072,23
2022-07-18,0.1455065359477124,17
2022-07-19,0.00612612612612613,37
2022-07-20,0.049999999999999996,13
2022-07-21,0.21214906832298136,115
2022-07-22,0.1663888888888889,24
2022-07-25,0.049999999999999996,33
2022-07-26,0.34925925925925927,30
2022-07-27,-0.005709876543209887,12
2022-07-28,0.1638888888888889,12
2022-07-29,0.027941176470588233,17
2022-08-01,0.29375,16
2022-08-02,-0.008655083655083672,37
2022-08-03,0.04912280701754386,19
2022-08-04,0.08310185185185186,12
2022-08-05,0.13192288741069227,41
2022-08-08,0.20714285714285713,14
2022-08-09,0.20444444444444443,21
2022-08-10,-0.042129629629629635,18
2022-08-11,0.0016025641025640969,13
2022-08-12,0.0682039911308204,41
2022-08-15,0.20322510822510823,15
2022-08-16,0.27729729729729735,37
2022-08-17,0.35935267857142855,16
2022-08-18,0.1621794871794872,13
2022-08-19,0.18229166666666666,24
2022-08-22,0.6474842767295598,53
2022-08-23,0.15442857142857144,35
2022-08-24,0.13580246913580246,27
2022-08-25,0.4222222222222222,27
2022-08-26,0.007179487179487179,195
2022-08-29,0.15982142857142856,14
2022-08-30,0.5112947658402204,22
2022-08-31,0.18634615384615383,13
2022-09-01,-0.004367201426024958,17
2022-09-02,0.13468778696051423,11
2022-09-06,0.035895316804407704,22
2022-09-07,0.054951298701298695,11
2022-09-08,0.22235317460317452,70
2022-09-09,0.21222222222222223,30
2022-09-12,0.13214285714285715,12
2022-09-13,0.06625258799171842,23
2022-09-14,0.6191666666666666,30
2022-09-15,0.06555925925925925,15
2022-09-16,0.3071691176470588,17
2022-09-19,0.10625,20
2022-09-20,0.12046620046620043,26
2022-09-21,0.1205128205128205,13
2022-09-22,0.06319444444444441,22
2022-09-23,0.13569264069264067,21
2022-09-26,0.14861111111111114,22
2022-09-27,0.02988721804511278,38
2022-09-28,0.13514009139009137,11
2022-09-29,0.2504166666666666,10
2022-09-30,0.00976608187134503,57
2022-10-03,0.06602272727272727,12
2022-10-04,0.23214285714285715,14
2022-10-05,0.24690476190476188,15
2022-10-06,0.004658086658086654,74
2022-10-07,0.05466507177033492,19
2022-10-10,-0.023809523809523798,21
2022-10-11,0.2743055555555555,12
2022-10-12,0.17938271604938266,27
2022-10-13,0.08805555555555555,15
2022-10-14,-0.15037593984962405,19
2022-10-17,0.15895833333333334,16
2022-10-18,0.2829321946169772,46
2022-10-19,-0.0011427566807312955,79
2022-10-20,0.10786631846414456,46
2022-10-21,0.1480392156862745,17
2022-10-24,0.0026515151515151547,22
2022-10-25,0.3125,10
2022-10-26,-0.1103431372549019,136
2022-10-27,-0.015530303030303026,12
2022-10-28,0.07045454545454545,11
2022-10-31,0.009722222222222226,12
2022-11-01,0.14092592592592593,12
2022-11-02,0.04708333333333333,48
2022-11-03,0.25986111111111115,24
2022-11-04,0.14694638694638693,13
2022-11-07,0.13696969696969696,33
2022-11-08,-0.048179487179487175,13
2022-11-09,-0.014814814814814817,12
2022-11-10,0.05392156862745098,17
2022-11-11,0.14218749999999997,24
2022-11-14,-0.021666666666666667,10
2022-11-15,0.36813725490196075,17
2022-11-16,0.14394642857142856,12
2022-11-17,-0.030850168350168336,18
2022-11-18,-0.006868131868131868,91
2022-11-21,0.18247899159663866,17
2022-11-22,0.12275378787878785,20
2022-11-23,0.28344155844155844,14
2022-11-25,0.2157894736842105,19
2022-11-28,-0.04983928571428572,50
2022-11-29,0.09198717948717948,13
2022-11-30,0.1640700483091787,23
2022-12-01,0.07998472116119175,17
2022-12-02,0.005590062111801242,230
2022-12-05,0.674981103552532,54
2022-12-06,0.03010416666666667,20
2022-12-07,-0.025157232704402514,53
2022-12-08,0.15566510695187166,17
2022-12-09,0.763201143265452,311
2022-12-12,0.2152777777777778,12
2022-12-13,0.02821969696969696,24
2022-12-14,0.13989297739297737,14
2022-12-15,0.07925925925925927,15
2022-12-16,0.056989247311827966,31
2022-12-19,0.11597222222222221,12
2022-12-20,-0.04435483870967742,31
2022-12-21,0.2630434782608696,23
2022-12-22,0.2768181818181818,11
2022-12-23,-0.2406166666666666,50
2022-12-27,0.03662658955627711,64
2022-12-28,0.30641025641025643,13
2022-12-29,0.02371031746031746,84
2022-12-30,0.04604572510822513,28
