,Date,Open,High,Low,Close,Adj Close,Volume,return
0,2022-01-03,117.419998,119.690002,117.290001,119.260002,115.113411,10717700,
1,2022-01-04,119.949997,121.980003,119.660004,121.43,117.207954,16413100,0.018031964600686123
2,2022-01-05,122.239998,123.839996,122.07,122.220001,117.970497,15487100,0.0064847425830079075
3,2022-01-06,123.620003,124.32,121.639999,123.260002,118.974327,13318500,0.008473254111224904
4,2022-01-07,123.550003,125.540001,122.949997,125.029999,120.682785,14164600,0.014257738748867155
5,2022-01-10,125.150002,125.690002,123.860001,125.110001,120.76001,12626100,0.0006396578134468811
6,2022-01-11,125.860001,128.0,124.830002,127.970001,123.520561,14609000,0.02260251094156107
7,2022-01-12,127.989998,128.429993,126.470001,127.330002,122.902824,12469200,-0.005013711971274759
8,2022-01-13,127.139999,128.100006,126.449997,126.800003,122.391243,9691300,-0.004171091630130519
9,2022-01-14,126.760002,129.199997,126.760002,128.960007,124.476151,13281000,0.016891267376282215
10,2022-01-18,129.690002,130.0,127.870003,129.380005,124.881546,12905500,0.003251516222975148
11,2022-01-19,129.949997,130.149994,128.539993,128.910004,124.427887,12064300,-0.0036393317772756006
12,2022-01-20,128.270004,130.860001,127.879997,128.449997,123.983879,11370400,-0.0035748172839120684
13,2022-01-21,127.760002,128.399994,126.230003,126.910004,122.497421,13055700,-0.012061494860029498
14,2022-01-24,124.449997,127.730003,122.839996,127.18,122.758041,19513700,0.0021252004987903916
15,2022-01-25,127.120003,132.740005,125.269997,132.589996,127.979927,19984500,0.04165822411917741
16,2022-01-26,132.899994,134.710007,131.589996,132.690002,128.076462,17266500,0.0007539656626320834
17,2022-01-27,134.449997,137.0,133.589996,135.369995,130.663254,20654100,0.019996137640817757
18,2022-01-28,130.0,132.059998,128.070007,130.610001,126.068764,24817800,-0.03579594201607783
19,2022-01-31,130.190002,131.860001,129.330002,131.330002,126.763741,16401800,0.005497463580070416
20,2022-02-01,130.830002,135.740005,130.509995,134.789993,130.103439,16169700,0.02600470499165919
21,2022-02-02,134.350006,135.800003,132.800003,135.410004,130.701904,10906700,0.004589282717107679
22,2022-02-03,134.850006,135.350006,133.190002,134.199997,129.533966,9447700,-0.008976040351761583
23,2022-02-04,135.009995,137.0,135.009995,135.880005,131.155533,13034700,0.012440977906670092
24,2022-02-07,135.339996,139.429993,134.830002,138.550003,133.732712,18422500,0.019459112872263873
25,2022-02-08,138.179993,138.429993,135.009995,136.440002,131.696075,11021600,-0.015346320752917642
26,2022-02-09,136.720001,138.339996,136.100006,137.789993,132.999115,10140800,0.00984576399496273
27,2022-02-10,137.559998,138.789993,135.389999,136.039993,131.309967,11012700,-0.012781827520326416
28,2022-02-11,136.860001,139.440002,136.279999,138.809998,133.983658,12821200,0.020157168495295252
29,2022-02-14,137.940002,138.050003,135.050003,136.669998,131.91806,15945000,-0.015536830835914728
30,2022-02-15,133.080002,134.839996,132.179993,134.259995,130.952454,11746800,-0.01779106507348871
31,2022-02-16,134.949997,136.160004,133.759995,134.300003,130.991486,11348800,0.00029794459780951854
32,2022-02-17,134.169998,134.580002,132.449997,133.610001,130.318466,10073900,-0.005151009781968696
33,2022-02-18,132.820007,133.910004,132.050003,133.419998,130.133148,10691800,-0.001423083794159119
34,2022-02-22,137.0,137.0,130.520004,132.399994,129.138275,19428700,-0.007674434105426897
35,2022-02-23,132.929993,136.080002,132.559998,135.550003,132.210678,16134200,0.02351299989104305
36,2022-02-24,137.929993,138.229996,131.720001,134.850006,131.527924,22108900,-0.005177503997108701
37,2022-02-25,135.960007,140.5,135.429993,140.380005,136.921707,28028000,0.040189972840263266
38,2022-02-28,139.270004,144.0,138.649994,144.0,140.452515,24394300,0.0254602326561173
39,2022-03-01,145.009995,149.960007,144.699997,149.720001,146.031586,31159900,0.038953590139361616
40,2022-03-02,150.199997,155.75,150.050003,154.139999,150.342712,31329500,0.029094384146876706
41,2022-03-03,152.259995,157.119995,151.75,156.220001,152.371475,22492900,0.013404002721141062
42,2022-03-04,155.789993,159.949997,155.089996,158.649994,154.741608,29034400,0.015435203626725347
43,2022-03-07,159.899994,162.100006,155.720001,162.039993,158.048096,34824700,0.021142694925172734
44,2022-03-08,164.309998,174.0,164.100006,170.529999,166.328949,57231000,0.051068053325474594
45,2022-03-09,162.770004,169.770004,161.210007,166.270004,162.173889,43430000,-0.025298231351208678
46,2022-03-10,168.740005,174.759995,168.289993,170.820007,166.611801,34913600,0.026997414387264662
47,2022-03-11,165.889999,172.979996,165.880005,170.899994,166.689819,28423600,0.00046814351648549746
48,2022-03-14,166.210007,168.350006,164.300003,166.720001,162.612793,25156200,-0.024762790450211014
49,2022-03-15,159.110001,160.190002,155.259995,158.279999,154.380722,28534400,-0.05195015436377748
50,2022-03-16,158.789993,160.5,156.210007,157.710007,153.824768,22299700,-0.00360766231457621
51,2022-03-17,159.949997,160.990005,157.919998,160.440002,156.487503,15750700,0.017162105482841028
52,2022-03-18,160.889999,161.729996,158.779999,161.729996,157.745728,23214700,0.008008200031536461
53,2022-03-21,163.020004,165.580002,162.720001,164.639999,160.584045,13180600,0.017833012612774368
54,2022-03-22,163.690002,165.259995,162.580002,164.089996,160.047577,11063900,-0.003346232601688648
55,2022-03-23,166.0,167.350006,164.940002,165.860001,161.773987,10755000,0.010729031642046749
56,2022-03-24,166.429993,167.399994,165.0,166.300003,162.20314,9024800,0.0026493391863304794
57,2022-03-25,165.220001,169.690002,165.160004,169.309998,165.138992,10254700,0.017937938088919303
58,2022-03-28,165.899994,166.630005,165.130005,166.350006,162.251923,9992000,-0.017637303794473702
59,2022-03-29,163.509995,164.479996,160.5,164.320007,160.271927,15102600,-0.012278249752962545
60,2022-03-30,165.240005,166.350006,163.660004,165.479996,161.403351,9906000,0.007034528641052695
61,2022-03-31,163.470001,166.160004,162.720001,162.830002,158.818634,10395900,-0.01614359336222826
62,2022-04-01,162.779999,165.949997,162.330002,164.220001,160.174393,8795300,0.008500274311157519
63,2022-04-04,165.0,165.449997,163.0,164.369995,160.320679,8718600,0.0009129554292224284
64,2022-04-05,165.029999,167.720001,163.100006,163.360001,159.335571,9538200,-0.006163593261453215
65,2022-04-06,164.830002,167.009995,164.330002,164.809998,160.749847,9269000,0.008836922573098427
66,2022-04-07,165.100006,167.699997,163.419998,167.100006,162.983444,8018400,0.013799188397087825
67,2022-04-08,167.050003,171.100006,167.020004,169.929993,165.743698,10801200,0.016794074844590057
68,2022-04-11,168.570007,168.779999,164.910004,165.559998,161.481369,10206100,-0.026052891552261315
69,2022-04-12,168.970001,172.679993,168.149994,169.009995,164.846375,9528400,0.020624200385768177
70,2022-04-13,170.929993,172.080002,168.289993,171.669998,167.440842,7330700,0.015616162446491444
71,2022-04-14,170.690002,172.940002,170.559998,171.589996,167.362808,9421100,-0.00046613064643086233
72,2022-04-18,173.0,174.539993,171.869995,173.889999,169.606155,7639000,0.013315022657066855
73,2022-04-19,173.080002,173.690002,171.029999,171.830002,167.596924,6970200,-0.011917282045149413
74,2022-04-20,171.619995,173.580002,171.460007,172.529999,168.279678,7495000,0.004065500999613114
75,2022-04-21,171.740005,172.440002,163.830002,164.580002,160.525528,14594800,-0.04717434226796691
76,2022-04-22,164.380005,165.470001,160.860001,160.949997,156.984924,12160100,-0.022303047224223604
77,2022-04-25,155.729996,158.360001,151.360001,157.490005,153.610184,15449800,-0.02173174317095139
78,2022-04-26,158.820007,160.369995,156.389999,156.529999,152.673843,9810600,-0.006114317422956539
79,2022-04-27,157.080002,157.919998,154.520004,156.240005,152.390976,10396600,-0.0018543599411087186
80,2022-04-28,157.449997,163.0,154.929993,161.789993,157.804245,9366400,0.034905836180811
81,2022-04-29,161.279999,162.440002,156.289993,156.669998,152.810379,14713200,-0.0321574851115729
82,2022-05-02,156.309998,160.0,155.149994,159.75,155.814499,11559000,0.019468423617935215
83,2022-05-03,159.570007,163.429993,159.259995,162.490005,158.487,8827200,0.01700639892816369
84,2022-05-04,164.970001,167.889999,163.470001,167.589996,163.461365,9183200,0.030904004343200953
85,2022-05-05,169.259995,169.5,162.649994,166.259995,162.164124,9807600,-0.007967698499446563
86,2022-05-06,168.270004,170.970001,165.419998,170.690002,166.485001,10418100,0.026296259463826743
87,2022-05-09,167.75,167.75,158.479996,159.25,155.326813,14110700,-0.06937376304111709
88,2022-05-10,162.210007,164.190002,157.869995,160.779999,156.819138,11636000,0.00956167022786314
89,2022-05-11,163.580002,167.460007,162.509995,163.160004,159.140503,9105500,0.014694374285033618
90,2022-05-12,163.220001,164.850006,158.860001,164.710007,160.652313,8936400,0.009455055328352557
91,2022-05-13,166.5,168.789993,164.880005,167.869995,163.734467,9229900,0.019003446255847933
92,2022-05-16,169.0,174.970001,168.860001,173.009995,168.747833,13296300,0.03015952684599732
93,2022-05-17,174.839996,175.649994,172.610001,174.029999,169.742722,12827600,0.005878325004579743
94,2022-05-18,174.119995,174.130005,165.789993,168.059998,165.268295,13107500,-0.034906645800386826
95,2022-05-19,164.630005,169.639999,162.830002,166.860001,164.088226,10958700,-0.007165903132582585
96,2022-05-20,168.880005,171.039993,164.089996,167.820007,165.032288,9615000,0.005736874686302684
97,2022-05-23,169.429993,172.960007,169.110001,171.720001,168.867508,10216400,0.02297323102651383
98,2022-05-24,170.690002,173.580002,169.809998,172.639999,169.772217,9782700,0.005343246537630186
99,2022-05-25,173.139999,175.990005,172.970001,175.410004,172.496201,10174500,0.015917617941981987
100,2022-05-26,176.490005,177.929993,175.009995,176.589996,173.656601,11213900,0.0067045251142872075
101,2022-05-27,176.520004,178.350006,175.690002,178.279999,175.318527,10512300,0.009524703695507952
102,2022-05-31,179.960007,180.960007,173.470001,174.660004,171.758667,20547600,-0.020514092581977117
103,2022-06-01,176.729996,178.130005,174.940002,176.320007,173.391083,8824100,0.009459315777869293
104,2022-06-02,174.740005,176.509995,174.100006,176.0,173.076401,7441900,-0.0018165706269419601
105,2022-06-03,176.0,178.25,176.0,177.600006,174.649826,8435300,0.009049869303701108
106,2022-06-06,177.899994,178.0,175.509995,176.830002,173.892609,6734200,-0.0043450339646691205
107,2022-06-07,177.470001,180.660004,176.919998,180.199997,177.206635,9668300,0.018878498148885647
108,2022-06-08,180.949997,182.399994,180.25,181.130005,178.121185,8715200,0.005147704583238877
109,2022-06-09,180.029999,180.639999,177.389999,177.520004,174.571152,9764600,-0.020131731952298004
110,2022-06-10,176.369995,178.570007,173.649994,175.399994,172.486359,9529700,-0.012014255426453069
111,2022-06-13,171.610001,172.0,164.059998,167.330002,164.550415,14614900,-0.04710112327164495
112,2022-06-14,169.369995,172.289993,165.839996,167.550003,164.766769,10269300,0.0013139096295109454
113,2022-06-15,166.779999,167.850006,161.940002,164.259995,161.531418,11565300,-0.019831324215923374
114,2022-06-16,159.940002,160.539993,153.75,155.479996,152.897263,18125900,-0.05493342761525888
115,2022-06-17,154.880005,155.470001,145.789993,148.380005,145.915207,35575100,-0.046740495798597514
116,2022-06-21,152.050003,156.020004,151.440002,154.589996,152.022034,13772000,0.04099984067470519
117,2022-06-22,148.070007,150.800003,146.330002,147.869995,145.413681,13735800,-0.04444294956143757
118,2022-06-23,148.789993,149.229996,140.149994,142.429993,140.064041,15713700,-0.037482873772366254
119,2022-06-24,145.199997,147.089996,142.600006,144.770004,142.365173,11108300,0.016295701996440926
120,2022-06-27,145.860001,148.820007,145.600006,147.570007,145.118668,9242400,0.01915638311448742
121,2022-06-28,150.880005,152.190002,148.110001,149.940002,147.449295,9183300,0.01593254050311188
122,2022-06-29,151.630005,152.110001,146.089996,146.979996,144.538452,9082900,-0.019938731527447295
123,2022-06-30,144.550003,147.919998,143.410004,144.779999,142.375,10685000,-0.015081153928173663
124,2022-07-01,146.600006,146.960007,142.470001,146.509995,144.076279,7684600,0.011878309427894251
125,2022-07-05,143.649994,144.539993,139.410004,142.660004,140.290222,11513100,-0.026629446497272724
126,2022-07-06,141.660004,143.259995,136.800003,140.779999,138.441452,12421200,-0.013265823811881461
127,2022-07-07,144.100006,145.300003,143.080002,143.520004,141.135941,12741800,0.019276045104462014
128,2022-07-08,144.880005,145.449997,141.089996,142.770004,140.398407,7915500,-0.005239454362946816
129,2022-07-11,141.910004,142.850006,139.929993,141.509995,139.159317,7056800,-0.008864621187131938
130,2022-07-12,138.5,139.619995,137.259995,138.919998,136.612335,8653900,-0.018472137151988477
131,2022-07-13,137.610001,140.729996,137.139999,137.990005,135.6978,9414600,-0.006716958481126412
132,2022-07-14,134.309998,136.160004,132.539993,135.940002,133.681854,10150200,-0.014967628367107189
133,2022-07-15,138.960007,138.960007,136.429993,137.649994,135.363449,7051900,0.012500561368938179
134,2022-07-18,140.559998,142.139999,139.080002,139.580002,137.261383,7943900,0.013923739917903077
135,2022-07-19,139.690002,145.009995,139.419998,144.610001,142.20784,9152100,0.035402542624145994
136,2022-07-20,144.5,147.259995,143.320007,146.520004,144.086121,7856600,0.013121494668788536
137,2022-07-21,143.119995,145.470001,141.5,145.399994,142.984711,6724200,-0.007673441376697454
138,2022-07-22,145.559998,146.300003,143.419998,144.190002,141.794815,5889500,-0.008356635644799937
139,2022-07-25,145.699997,148.610001,144.179993,148.479996,146.013535,6210900,0.02931835390909132
140,2022-07-26,149.5,150.679993,146.529999,147.320007,144.872833,6112800,-0.007843103005758856
141,2022-07-27,148.339996,150.199997,146.660004,149.259995,146.780594,6223000,0.013082579112171366
142,2022-07-28,150.690002,151.470001,148.029999,150.389999,147.891815,6574300,0.007542195089495607
143,2022-07-29,156.539993,164.660004,155.899994,163.779999,161.059387,17143700,0.08529214444214706
144,2022-08-01,161.179993,161.860001,159.149994,160.509995,157.843704,8017800,-0.020167842961871685
145,2022-08-02,160.889999,161.470001,158.300003,159.139999,156.49646,5928300,-0.008571903108804513
146,2022-08-03,159.309998,159.960007,154.350006,155.360001,152.779266,8751400,-0.02403930068593496
147,2022-08-04,155.320007,155.440002,150.729996,151.139999,148.629349,10640000,-0.02753845800348742
148,2022-08-05,149.639999,155.009995,149.020004,153.639999,151.08783,7170200,0.01640564399279132
149,2022-08-08,153.589996,154.979996,153.149994,153.410004,150.861664,5966900,-0.0014980950383813862
150,2022-08-09,155.940002,157.800003,154.600006,155.410004,152.82843,5842200,0.012952709735288614
151,2022-08-10,156.0,156.470001,152.929993,155.820007,153.231628,6145800,0.002634728160451516
152,2022-08-11,158.110001,161.160004,157.619995,159.619995,156.968491,7888600,0.024094419297125746
153,2022-08-12,158.25,159.910004,157.139999,159.850006,157.194672,7244700,0.0014399539175720122
154,2022-08-15,155.179993,157.789993,153.440002,156.809998,154.20517,8975200,-0.019201044402387346
155,2022-08-16,157.410004,157.919998,155.820007,156.410004,153.811813,7218400,-0.002554078378689262
156,2022-08-17,156.630005,159.339996,155.509995,157.699997,155.080383,6741100,0.008213684685568268
157,2022-08-18,157.149994,159.660004,157.089996,159.020004,157.799362,6477500,0.008335530681875092
158,2022-08-19,158.460007,159.740005,157.619995,157.690002,156.479568,6834200,-0.008398912526797808
159,2022-08-22,156.690002,157.740005,154.419998,156.899994,155.695618,9147000,-0.005022471602539547
160,2022-08-23,159.100006,162.339996,158.710007,161.990005,160.746567,10354800,0.031926014300080574
161,2022-08-24,161.660004,163.350006,160.669998,163.190002,161.937347,9468100,0.007380542600346374
162,2022-08-25,163.919998,164.899994,162.610001,164.619995,163.356354,8050700,0.008724578773022351
163,2022-08-26,164.179993,166.130005,162.460007,163.410004,162.155655,7765800,-0.007377352629519329
164,2022-08-29,163.889999,166.830002,163.639999,164.630005,163.366287,8462600,0.0074381574890676205
165,2022-08-30,162.320007,162.559998,158.759995,160.619995,159.38707,8814300,-0.024659266400124835
166,2022-08-31,157.610001,161.410004,156.149994,158.059998,156.846725,13582700,-0.016066600507534723
167,2022-09-01,156.479996,156.880005,153.229996,155.539993,154.346054,8244400,-0.016071806861110538
168,2022-09-02,158.240005,159.130005,156.720001,157.850006,156.638336,7526600,0.014742364752473591
169,2022-09-06,159.889999,159.990005,155.710007,157.119995,155.913925,8550000,-0.0046354402314250365
170,2022-09-07,154.059998,155.820007,152.619995,155.110001,153.919373,9442100,-0.0128752636996472
171,2022-09-08,155.589996,156.380005,153.380005,155.949997,154.752914,9232500,0.005400874733179961
172,2022-09-09,158.410004,160.649994,157.529999,159.970001,158.742065,8261100,0.025450880087799277
173,2022-09-12,162.809998,164.529999,161.25,162.5,161.25264,8920800,0.015691697865115373
174,2022-09-13,161.410004,162.660004,158.740005,159.410004,158.186356,10308300,-0.019198477031708627
175,2022-09-14,160.940002,163.570007,160.350006,163.270004,162.016739,11160800,0.023925771899284243
176,2022-09-15,160.679993,161.699997,159.580002,160.619995,159.38707,9665000,-0.01636400100642632
177,2022-09-16,160.520004,161.139999,155.610001,156.449997,155.249069,43741600,-0.026304844691505735
178,2022-09-19,152.929993,156.949997,152.800003,156.899994,155.695618,6813800,0.0028721705586329804
179,2022-09-20,156.039993,156.850006,154.339996,156.279999,155.080383,8955200,-0.003959357709970135
180,2022-09-21,158.309998,158.779999,154.949997,155.009995,153.820129,6877000,-0.00815966507687893
181,2022-09-22,157.600006,158.279999,154.740005,154.889999,153.70105,6981100,-0.000774417607746436
182,2022-09-23,149.75,150.179993,143.660004,144.770004,143.658737,13919700,-0.06756887730748762
183,2022-09-26,143.570007,145.050003,140.889999,140.960007,139.877991,9444000,-0.026670091948640007
184,2022-09-27,142.289993,143.770004,140.460007,141.020004,139.937531,10121000,0.00042554080831891383
185,2022-09-28,142.080002,146.440002,141.399994,145.779999,144.66098,8279800,0.03319687643875113
186,2022-09-29,144.509995,145.410004,142.270004,144.770004,143.658737,8197600,-0.00695232529843004
187,2022-09-30,144.029999,145.139999,142.490005,143.669998,142.567184,9402700,-0.007627314694148346
188,2022-10-03,148.970001,152.339996,148.300003,151.729996,150.565308,9597400,0.05458361007269463
189,2022-10-04,154.429993,157.880005,153.630005,157.630005,156.420029,9520200,0.038147947183769126
190,2022-10-05,155.839996,159.729996,154.800003,158.529999,157.31311,10633100,0.005693297188881452
191,2022-10-06,157.339996,161.940002,157.199997,161.419998,160.180923,9498300,0.018065807959005475
192,2022-10-07,162.509995,163.929993,159.059998,160.029999,158.801605,9972500,-0.008648360097117447
193,2022-10-10,161.0,161.470001,156.440002,157.139999,155.933777,5904500,-0.01822417002514687
194,2022-10-11,154.75,159.929993,154.110001,157.169998,155.963547,7533300,0.0001908879792402729
195,2022-10-12,156.139999,158.809998,155.520004,157.639999,156.429947,4942000,0.0029859366200719606
196,2022-10-13,156.350006,165.990005,156.350006,165.279999,164.011292,10227500,0.047327053337754776
197,2022-10-14,164.039993,165.460007,159.929993,160.139999,158.910751,7327900,-0.03159257292103934
198,2022-10-17,163.289993,164.910004,161.100006,161.309998,160.071777,5890400,0.00727954069125758
199,2022-10-18,162.360001,163.309998,158.960007,162.720001,161.470947,5631200,0.00870297135456699
200,2022-10-19,163.589996,169.210007,163.589996,168.0,166.710419,9766800,0.03193304095748317
201,2022-10-20,169.300003,171.820007,167.940002,168.960007,167.663055,8871500,0.005698062544561289
202,2022-10-21,169.149994,173.839996,168.850006,173.190002,171.86058,7971300,0.024727227341141855
203,2022-10-24,172.080002,174.669998,171.610001,173.130005,171.801041,7007700,-0.0003464830179451539
204,2022-10-25,173.059998,175.0,172.169998,174.929993,173.587219,7280600,0.01034306761515058
205,2022-10-26,175.320007,178.479996,175.169998,177.089996,175.730637,6865300,0.01227220144715524
206,2022-10-27,179.889999,181.399994,177.479996,177.899994,176.534424,9177400,0.004563505611653085
207,2022-10-28,181.470001,182.860001,176.529999,179.979996,178.598465,10773900,0.011624150436134961
208,2022-10-31,178.059998,183.839996,178.059998,180.899994,179.511398,13281000,0.005098647852642024
209,2022-11-01,183.869995,184.5,181.899994,182.220001,180.821274,9185600,0.007270394539831138
210,2022-11-02,180.929993,182.899994,178.270004,178.5,177.129822,8087500,-0.020626152553890442
211,2022-11-03,177.970001,182.190002,177.410004,181.130005,179.739639,6607800,0.014626431889614544
212,2022-11-04,184.839996,185.399994,180.600006,183.419998,182.012054,7491900,0.012563561117553412
213,2022-11-07,182.5,186.380005,182.110001,185.610001,184.185242,7578000,0.01186910937178709
214,2022-11-08,185.320007,186.25,183.860001,185.339996,183.917313,6308200,-0.0014557490220603597
215,2022-11-09,183.610001,183.809998,177.220001,177.929993,176.564194,8021700,-0.04080177939915863
216,2022-11-10,182.229996,182.330002,178.039993,181.300003,179.908325,6981500,0.018762959130535606
217,2022-11-11,184.050003,187.100006,183.889999,186.460007,185.028732,8428300,0.02806364210214607
218,2022-11-14,186.309998,189.679993,186.179993,186.550003,185.118027,9722400,0.0004825393385354815
219,2022-11-15,187.119995,188.440002,185.270004,188.050003,186.606522,7747300,0.008008585120903078
220,2022-11-16,186.539993,187.820007,183.679993,184.990005,183.570007,7941100,-0.016406104277764122
221,2022-11-17,181.509995,184.229996,180.270004,184.089996,184.089996,6550500,-0.004877049861817362
222,2022-11-18,180.960007,183.410004,179.649994,182.990005,182.990005,7661500,-0.0059932128664756945
223,2022-11-21,179.729996,181.699997,175.820007,181.240005,181.240005,8432900,-0.009609386476826742
224,2022-11-22,183.75,186.559998,183.080002,185.889999,185.889999,9018000,0.02533294815286169
225,2022-11-23,183.210007,185.149994,182.580002,184.240005,184.240005,5831200,-0.008915812888583119
226,2022-11-25,184.889999,185.300003,183.309998,183.699997,183.699997,2796400,-0.0029353067608388628
227,2022-11-28,180.279999,181.470001,177.960007,178.360001,178.360001,9365500,-0.029499990524191055
228,2022-11-29,180.259995,181.850006,179.649994,181.029999,181.029999,6985400,0.014858772497992057
229,2022-11-30,182.850006,183.339996,179.619995,183.309998,183.309998,10936700,0.012515939956887046
230,2022-12-01,184.259995,184.550003,181.440002,182.490005,182.490005,5217400,-0.0044832934213090425
231,2022-12-02,181.529999,183.630005,179.929993,181.029999,181.029999,6852300,-0.008032646535578003
232,2022-12-05,182.669998,182.949997,174.630005,176.559998,176.559998,8162200,-0.025002007243020152
233,2022-12-06,175.509995,178.059998,171.119995,172.009995,172.009995,8765000,-0.026108165030664487
234,2022-12-07,171.059998,174.580002,170.850006,172.520004,172.520004,6936300,0.002960609375137757
235,2022-12-08,176.25,176.399994,172.029999,173.539993,173.539993,8076600,0.005894885063461253
236,2022-12-09,172.300003,173.190002,167.929993,168.0,168.0,10754300,-0.03244410062556202
237,2022-12-12,168.929993,170.520004,167.710007,169.75,169.75,9364900,0.010362787035546717
238,2022-12-13,173.570007,174.460007,172.479996,173.529999,173.529999,7838800,0.022023722900914144
239,2022-12-14,174.490005,174.919998,171.270004,172.330002,172.330002,7045500,-0.006939234440594078
240,2022-12-15,170.600006,171.369995,168.059998,171.039993,171.039993,7272900,-0.007513848548490465
241,2022-12-16,168.529999,170.149994,167.100006,168.720001,168.720001,23876000,-0.013656864253136725
242,2022-12-19,170.110001,170.820007,168.25,169.880005,169.880005,7131600,0.006851792780111943
243,2022-12-20,169.809998,173.289993,169.600006,172.669998,172.669998,6199100,0.016289911963940362
244,2022-12-21,175.190002,175.960007,173.160004,174.699997,174.699997,5479400,0.011687953126164885
245,2022-12-22,175.160004,175.210007,168.330002,172.080002,172.080002,5755000,-0.015110703385739832
246,2022-12-23,174.100006,177.580002,173.690002,177.399994,177.399994,6079100,0.03044753947163059
247,2022-12-27,178.360001,180.229996,177.399994,179.630005,179.630005,5168000,0.01249217156213156
248,2022-12-28,178.860001,179.300003,175.929993,176.979996,176.979996,4494400,-0.014862498377958389
249,2022-12-29,176.649994,179.199997,176.649994,178.320007,178.320007,4142100,0.007543019095104242
250,2022-12-30,178.029999,179.949997,177.699997,179.490005,179.490005,5001000,0.006539795593870856
